order_item_id,order_id,restaurant_id,product_id,product_name,category,subcategory,quantity,unit_price,customization_charges,customizations,total_item_price,size,is_veg,preparation_time_min
ITEM10008_03,ORD10008,bean-brew-001,PROD_BB_566,Latte,BEVERAGE,COFFEE,1,130,20,Oat milk,150,REGULAR,TRUE,22
ITEM10008_04,ORD10008,bean-brew-001,PROD_BB_539,Cold Brew,BEVERAGE,COFFEE,1,150,20,Oat milk,170,LARGE,TRUE,29
ITEM10008_05,ORD10008,bean-brew-001,PROD_BB_579,Espresso,BEVERAGE,COFFEE,1,80,0,,80,SMALL,TRUE,6
ITEM10010_00,ORD10010,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,2,200,0,,400,REGULAR,FALSE,9
ITEM10010_01,ORD10010,burger-blvd-001,PROD_BG_778,Fries,SIDES,SIDES,1,80,0,,80,REGULAR,TRUE,22
ITEM10010_02,ORD10010,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,1,200,0,,200,LARGE,FALSE,7
ITEM10011_00,ORD10011,bean-brew-001,PROD_BB_579,Espresso,BEVERAGE,COFFEE,2,80,0,,160,MEDIUM,TRUE,16
ITEM10011_01,ORD10011,bean-brew-001,PROD_BB_583,Cappuccino,BEVERAGE,COFFEE,1,120,0,,120,MEDIUM,TRUE,7
ITEM10011_02,ORD10011,bean-brew-001,PROD_BB_471,Veggie Wrap,FOOD,WRAP,1,220,0,,220,LARGE,TRUE,16
ITEM10011_03,ORD10011,bean-brew-001,PROD_BB_471,Veggie Wrap,FOOD,WRAP,1,220,0,,220,SMALL,TRUE,9
ITEM10011_04,ORD10011,bean-brew-001,PROD_BB_579,Espresso,BEVERAGE,COFFEE,2,80,20,Oat milk,200,MEDIUM,TRUE,14
ITEM10011_05,ORD10011,bean-brew-001,PROD_BB_539,Cold Brew,BEVERAGE,COFFEE,2,150,20,Oat milk,340,REGULAR,TRUE,12
ITEM10014_00,ORD10014,bean-brew-001,PROD_BB_566,Latte,BEVERAGE,COFFEE,1,130,0,,130,REGULAR,TRUE,29
ITEM10014_01,ORD10014,bean-brew-001,PROD_BB_566,Latte,BEVERAGE,COFFEE,2,130,20,Oat milk,300,LARGE,TRUE,6
ITEM10014_02,ORD10014,bean-brew-001,PROD_BB_579,Espresso,BEVERAGE,COFFEE,2,80,0,,160,REGULAR,TRUE,26
ITEM10014_03,ORD10014,bean-brew-001,PROD_BB_514,Chocolate Brownie,BAKERY,DESSERT,1,110,0,,110,LARGE,TRUE,25
ITEM10014_04,ORD10014,bean-brew-001,PROD_BB_583,Cappuccino,BEVERAGE,COFFEE,2,120,0,,240,MEDIUM,TRUE,24
ITEM10015_00,ORD10015,bean-brew-001,PROD_BB_456,Blueberry Muffin,BAKERY,MUFFIN,1,80,0,,80,LARGE,TRUE,20
ITEM10015_01,ORD10015,bean-brew-001,PROD_BB_550,Club Sandwich,FOOD,SANDWICH,1,250,0,,250,MEDIUM,FALSE,16
ITEM10015_02,ORD10015,bean-brew-001,PROD_BB_579,Espresso,BEVERAGE,COFFEE,2,80,20,Oat milk,200,REGULAR,TRUE,10
ITEM10015_03,ORD10015,bean-brew-001,PROD_BB_579,Espresso,BEVERAGE,COFFEE,2,80,20,Oat milk,200,SMALL,TRUE,29
ITEM10015_04,ORD10015,bean-brew-001,PROD_BB_579,Espresso,BEVERAGE,COFFEE,1,80,20,Oat milk,100,MEDIUM,TRUE,17
ITEM10016_00,ORD10016,bean-brew-001,PROD_BB_471,Veggie Wrap,FOOD,WRAP,1,220,0,,220,SMALL,TRUE,11
ITEM10017_00,ORD10017,burger-blvd-001,PROD_BG_640,Veggie Burger,MAIN,BURGER,2,220,0,,440,MEDIUM,TRUE,23
ITEM10017_01,ORD10017,burger-blvd-001,PROD_BG_640,Veggie Burger,MAIN,BURGER,2,220,0,,440,SMALL,TRUE,16
ITEM10017_02,ORD10017,burger-blvd-001,PROD_BG_601,Classic Burger Combo,COMBO,MEAL,1,320,0,,320,MEDIUM,FALSE,14
ITEM10018_00,ORD10018,noodle-nation-001,PROD_NN_726,Manchurian,APPETIZER,ASIAN,2,220,0,,440,LARGE,TRUE,28
ITEM10018_01,ORD10018,noodle-nation-001,PROD_NN_786,Spring Rolls,APPETIZER,ASIAN,2,180,0,,360,LARGE,TRUE,23
ITEM10018_02,ORD10018,noodle-nation-001,PROD_NN_771,Hakka Noodles,NOODLES,ASIAN,2,250,0,,500,SMALL,TRUE,20
ITEM10019_00,ORD10019,sweet-delights-002,PROD_SD_859,Black Forest Cake,CAKE,PREMIUM,1,550,0,,550,REGULAR,TRUE,7
ITEM10019_01,ORD10019,sweet-delights-002,PROD_SD_858,Butter Croissant,BAKERY,PASTRY,2,80,0,,160,REGULAR,TRUE,15
ITEM10019_02,ORD10019,sweet-delights-002,PROD_SD_189,Blueberry Muffin,BAKERY,MUFFIN,1,90,0,,90,MEDIUM,TRUE,21
ITEM10019_03,ORD10019,sweet-delights-002,PROD_SD_214,Chocolate Truffle Cake,CAKE,PREMIUM,1,500,0,,500,LARGE,TRUE,28
ITEM10020_00,ORD10020,sweet-delights-002,PROD_SD_532,Cinnamon Roll,BAKERY,PASTRY,2,100,0,,200,REGULAR,TRUE,20
ITEM10020_01,ORD10020,sweet-delights-002,PROD_SD_242,Red Velvet Cake,CAKE,PREMIUM,1,650,0,,650,LARGE,TRUE,11
ITEM10020_02,ORD10020,sweet-delights-002,PROD_SD_859,Black Forest Cake,CAKE,PREMIUM,2,550,0,,1100,LARGE,TRUE,25
ITEM10020_03,ORD10020,sweet-delights-002,PROD_SD_859,Black Forest Cake,CAKE,PREMIUM,1,550,0,,550,SMALL,TRUE,9
ITEM10020_04,ORD10020,sweet-delights-002,PROD_SD_204,Chocolate Chip Cookies,BAKERY,COOKIES,2,120,0,,240,LARGE,TRUE,20
ITEM10020_05,ORD10020,sweet-delights-002,PROD_SD_130,Garlic Bread,BAKERY,BREAD,2,150,0,,300,LARGE,TRUE,17
ITEM10021_00,ORD10021,noodle-nation-001,PROD_NN_726,Manchurian,APPETIZER,ASIAN,1,220,0,,220,SMALL,TRUE,26
ITEM10021_01,ORD10021,noodle-nation-001,PROD_NN_771,Hakka Noodles,NOODLES,ASIAN,2,250,0,,500,REGULAR,TRUE,25
ITEM10021_02,ORD10021,noodle-nation-001,PROD_NN_786,Spring Rolls,APPETIZER,ASIAN,1,180,0,,180,REGULAR,TRUE,6
ITEM10022_00,ORD10022,sweet-delights-001,PROD_SD_132,Garlic Bread,BAKERY,BREAD,2,150,0,,300,LARGE,TRUE,8
ITEM10022_01,ORD10022,sweet-delights-001,PROD_SD_381,Strawberry Cheesecake,CAKE,PREMIUM,1,600,0,,600,MEDIUM,TRUE,5
ITEM10022_02,ORD10022,sweet-delights-001,PROD_SD_754,Chocolate Truffle Cake,CAKE,PREMIUM,1,500,0,,500,LARGE,TRUE,24
ITEM10022_03,ORD10022,sweet-delights-001,PROD_SD_125,Black Forest Cake,CAKE,PREMIUM,2,550,0,,1100,SMALL,TRUE,9
ITEM10022_04,ORD10022,sweet-delights-001,PROD_SD_328,Red Velvet Cake,CAKE,PREMIUM,2,650,0,,1300,MEDIUM,TRUE,27
ITEM10023_00,ORD10023,bean-brew-001,PROD_BB_583,Cappuccino,BEVERAGE,COFFEE,1,120,0,,120,REGULAR,TRUE,20
ITEM10023_01,ORD10023,bean-brew-001,PROD_BB_566,Latte,BEVERAGE,COFFEE,1,130,20,Oat milk,150,MEDIUM,TRUE,27
ITEM10024_00,ORD10024,sweet-delights-002,PROD_SD_350,Strawberry Cheesecake,CAKE,PREMIUM,2,600,0,,1200,SMALL,TRUE,25
ITEM10026_00,ORD10026,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,2,200,0,,400,REGULAR,FALSE,28
ITEM10026_01,ORD10026,burger-blvd-001,PROD_BG_794,Chicken Burger,MAIN,BURGER,2,250,0,,500,MEDIUM,FALSE,11
ITEM10026_02,ORD10026,burger-blvd-001,PROD_BG_778,Fries,SIDES,SIDES,2,80,0,,160,LARGE,TRUE,22
ITEM10028_00,ORD10028,sweet-delights-002,PROD_SD_214,Chocolate Truffle Cake,CAKE,PREMIUM,1,500,0,,500,MEDIUM,TRUE,10
ITEM10028_01,ORD10028,sweet-delights-002,PROD_SD_859,Black Forest Cake,CAKE,PREMIUM,1,550,0,,550,MEDIUM,TRUE,20
ITEM10028_02,ORD10028,sweet-delights-002,PROD_SD_189,Blueberry Muffin,BAKERY,MUFFIN,1,90,0,,90,MEDIUM,TRUE,14
ITEM10028_03,ORD10028,sweet-delights-002,PROD_SD_858,Butter Croissant,BAKERY,PASTRY,2,80,0,,160,LARGE,TRUE,11
ITEM10029_00,ORD10029,burger-blvd-001,PROD_BG_687,Coca Cola,BEVERAGE,SODA,2,50,0,,100,REGULAR,TRUE,26
ITEM10029_01,ORD10029,burger-blvd-001,PROD_BG_778,Fries,SIDES,SIDES,2,80,0,,160,MEDIUM,TRUE,28
ITEM10029_02,ORD10029,burger-blvd-001,PROD_BG_601,Classic Burger Combo,COMBO,MEAL,1,320,0,,320,LARGE,FALSE,25
ITEM10029_03,ORD10029,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,2,200,0,,400,SMALL,FALSE,21
ITEM10029_04,ORD10029,burger-blvd-001,PROD_BG_687,Coca Cola,BEVERAGE,SODA,2,50,0,,100,LARGE,TRUE,29
ITEM10029_05,ORD10029,burger-blvd-001,PROD_BG_601,Classic Burger Combo,COMBO,MEAL,1,320,0,,320,MEDIUM,FALSE,17
ITEM10030_00,ORD10030,sweet-delights-002,PROD_SD_532,Cinnamon Roll,BAKERY,PASTRY,2,100,0,,200,SMALL,TRUE,20
ITEM10031_00,ORD10031,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,1,200,0,,200,MEDIUM,FALSE,22
ITEM10031_01,ORD10031,burger-blvd-001,PROD_BG_794,Chicken Burger,MAIN,BURGER,1,250,0,,250,REGULAR,FALSE,15
ITEM10032_00,ORD10032,sweet-delights-001,PROD_SD_754,Chocolate Truffle Cake,CAKE,PREMIUM,2,500,0,,1000,REGULAR,TRUE,23
ITEM10033_00,ORD10033,noodle-nation-001,PROD_NN_895,Veg Fried Rice,RICE,ASIAN,1,250,0,,250,LARGE,TRUE,18
ITEM10033_01,ORD10033,noodle-nation-001,PROD_NN_739,Schezwan Noodles,NOODLES,ASIAN,2,280,0,,560,SMALL,TRUE,28
ITEM10034_00,ORD10034,sweet-delights-001,PROD_SD_854,Chocolate Chip Cookies,BAKERY,COOKIES,2,120,0,,240,REGULAR,TRUE,24
ITEM10035_00,ORD10035,sweet-delights-001,PROD_SD_381,Strawberry Cheesecake,CAKE,PREMIUM,1,600,0,,600,SMALL,TRUE,14
ITEM10036_00,ORD10036,crust-crumble-001,PROD_CC_206,Paneer Tikka Pizza,PIZZA,SPECIAL,2,480,0,,960,SMALL,TRUE,13
ITEM10036_01,ORD10036,crust-crumble-001,PROD_CC_223,Margherita Pizza,PIZZA,CLASSIC,2,320,50,Extra cheese,740,LARGE,TRUE,14
ITEM10036_02,ORD10036,crust-crumble-001,PROD_CC_354,Hawaiian Pizza,PIZZA,CLASSIC,1,420,0,,420,LARGE,FALSE,18
ITEM10036_03,ORD10036,crust-crumble-001,PROD_CC_223,Margherita Pizza,PIZZA,CLASSIC,2,320,0,,640,REGULAR,TRUE,7
ITEM10037_00,ORD10037,sweet-delights-002,PROD_SD_189,Blueberry Muffin,BAKERY,MUFFIN,1,90,0,,90,MEDIUM,TRUE,28
ITEM10037_01,ORD10037,sweet-delights-002,PROD_SD_350,Strawberry Cheesecake,CAKE,PREMIUM,1,600,0,,600,LARGE,TRUE,27
ITEM10037_02,ORD10037,sweet-delights-002,PROD_SD_204,Chocolate Chip Cookies,BAKERY,COOKIES,2,120,0,,240,LARGE,TRUE,14
ITEM10038_00,ORD10038,bean-brew-001,PROD_BB_579,Espresso,BEVERAGE,COFFEE,1,80,20,Oat milk,100,MEDIUM,TRUE,20
ITEM10038_01,ORD10038,bean-brew-001,PROD_BB_539,Cold Brew,BEVERAGE,COFFEE,1,150,20,Oat milk,170,MEDIUM,TRUE,17
ITEM10038_02,ORD10038,bean-brew-001,PROD_BB_539,Cold Brew,BEVERAGE,COFFEE,2,150,20,Oat milk,340,SMALL,TRUE,11
ITEM10038_03,ORD10038,bean-brew-001,PROD_BB_566,Latte,BEVERAGE,COFFEE,2,130,20,Oat milk,300,LARGE,TRUE,10
ITEM10039_00,ORD10039,bean-brew-001,PROD_BB_539,Cold Brew,BEVERAGE,COFFEE,2,150,0,,300,SMALL,TRUE,18
ITEM10039_01,ORD10039,bean-brew-001,PROD_BB_507,Iced Tea,BEVERAGE,TEA,2,90,0,,180,LARGE,TRUE,20
ITEM10039_02,ORD10039,bean-brew-001,PROD_BB_539,Cold Brew,BEVERAGE,COFFEE,2,150,20,Oat milk,340,SMALL,TRUE,6
ITEM10039_03,ORD10039,bean-brew-001,PROD_BB_539,Cold Brew,BEVERAGE,COFFEE,2,150,20,Oat milk,340,MEDIUM,TRUE,7
ITEM10040_00,ORD10040,sweet-delights-002,PROD_SD_189,Blueberry Muffin,BAKERY,MUFFIN,1,90,0,,90,MEDIUM,TRUE,19
ITEM10040_01,ORD10040,sweet-delights-002,PROD_SD_532,Cinnamon Roll,BAKERY,PASTRY,2,100,0,,200,REGULAR,TRUE,12
ITEM10040_02,ORD10040,sweet-delights-002,PROD_SD_859,Black Forest Cake,CAKE,PREMIUM,2,550,0,,1100,REGULAR,TRUE,11
ITEM10040_03,ORD10040,sweet-delights-002,PROD_SD_350,Strawberry Cheesecake,CAKE,PREMIUM,2,600,0,,1200,MEDIUM,TRUE,25
ITEM10041_00,ORD10041,burger-blvd-001,PROD_BG_601,Classic Burger Combo,COMBO,MEAL,1,320,0,,320,REGULAR,FALSE,14
ITEM10041_01,ORD10041,burger-blvd-001,PROD_BG_794,Chicken Burger,MAIN,BURGER,1,250,0,,250,REGULAR,FALSE,12
ITEM10041_02,ORD10041,burger-blvd-001,PROD_BG_778,Fries,SIDES,SIDES,1,80,0,,80,SMALL,TRUE,23
ITEM10041_03,ORD10041,burger-blvd-001,PROD_BG_601,Classic Burger Combo,COMBO,MEAL,2,320,0,,640,SMALL,FALSE,14
ITEM10043_00,ORD10043,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,1,200,0,,200,REGULAR,FALSE,28
ITEM10043_01,ORD10043,burger-blvd-001,PROD_BG_687,Coca Cola,BEVERAGE,SODA,2,50,0,,100,SMALL,TRUE,28
ITEM10043_02,ORD10043,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,2,200,0,,400,REGULAR,FALSE,9
ITEM10043_03,ORD10043,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,2,200,0,,400,SMALL,FALSE,15
ITEM10043_04,ORD10043,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,2,200,0,,400,LARGE,FALSE,16
ITEM10043_05,ORD10043,burger-blvd-001,PROD_BG_778,Fries,SIDES,SIDES,2,80,0,,160,SMALL,TRUE,6
ITEM10044_00,ORD10044,crust-crumble-001,PROD_CC_223,Margherita Pizza,PIZZA,CLASSIC,2,320,0,,640,REGULAR,TRUE,5
ITEM10044_01,ORD10044,crust-crumble-001,PROD_CC_343,Cheese Burst Pizza,PIZZA,PREMIUM,2,550,0,,1100,LARGE,TRUE,18
ITEM10045_00,ORD10045,noodle-nation-001,PROD_NN_786,Spring Rolls,APPETIZER,ASIAN,2,180,0,,360,SMALL,TRUE,17
ITEM10045_01,ORD10045,noodle-nation-001,PROD_NN_771,Hakka Noodles,NOODLES,ASIAN,2,250,0,,500,REGULAR,TRUE,15
ITEM10045_02,ORD10045,noodle-nation-001,PROD_NN_726,Manchurian,APPETIZER,ASIAN,1,220,0,,220,REGULAR,TRUE,5
ITEM10045_03,ORD10045,noodle-nation-001,PROD_NN_726,Manchurian,APPETIZER,ASIAN,1,220,0,,220,REGULAR,TRUE,15
ITEM10048_00,ORD10048,sweet-delights-002,PROD_SD_204,Chocolate Chip Cookies,BAKERY,COOKIES,1,120,0,,120,MEDIUM,TRUE,27
ITEM10048_01,ORD10048,sweet-delights-002,PROD_SD_532,Cinnamon Roll,BAKERY,PASTRY,2,100,0,,200,REGULAR,TRUE,27
ITEM10048_02,ORD10048,sweet-delights-002,PROD_SD_858,Butter Croissant,BAKERY,PASTRY,2,80,0,,160,REGULAR,TRUE,6
ITEM10048_03,ORD10048,sweet-delights-002,PROD_SD_130,Garlic Bread,BAKERY,BREAD,2,150,0,,300,SMALL,TRUE,16
ITEM10050_00,ORD10050,sweet-delights-001,PROD_SD_132,Garlic Bread,BAKERY,BREAD,2,150,0,,300,MEDIUM,TRUE,10
ITEM10050_01,ORD10050,sweet-delights-001,PROD_SD_658,Blueberry Muffin,BAKERY,MUFFIN,2,90,0,,180,SMALL,TRUE,12
ITEM10050_02,ORD10050,sweet-delights-001,PROD_SD_132,Garlic Bread,BAKERY,BREAD,2,150,0,,300,LARGE,TRUE,16
ITEM10051_00,ORD10051,burger-blvd-001,PROD_BG_778,Fries,SIDES,SIDES,2,80,0,,160,SMALL,TRUE,18
ITEM10051_01,ORD10051,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,1,200,0,,200,LARGE,FALSE,29
ITEM10051_02,ORD10051,burger-blvd-001,PROD_BG_640,Veggie Burger,MAIN,BURGER,1,220,0,,220,LARGE,TRUE,11
ITEM10051_03,ORD10051,burger-blvd-001,PROD_BG_687,Coca Cola,BEVERAGE,SODA,2,50,0,,100,MEDIUM,TRUE,26
ITEM10052_00,ORD10052,noodle-nation-001,PROD_NN_786,Spring Rolls,APPETIZER,ASIAN,2,180,0,,360,LARGE,TRUE,18
ITEM10053_00,ORD10053,noodle-nation-001,PROD_NN_771,Hakka Noodles,NOODLES,ASIAN,2,250,0,,500,SMALL,TRUE,23
ITEM10053_01,ORD10053,noodle-nation-001,PROD_NN_786,Spring Rolls,APPETIZER,ASIAN,1,180,0,,180,SMALL,TRUE,7
ITEM10053_02,ORD10053,noodle-nation-001,PROD_NN_739,Schezwan Noodles,NOODLES,ASIAN,2,280,0,,560,MEDIUM,TRUE,5
ITEM10053_03,ORD10053,noodle-nation-001,PROD_NN_755,Chicken Fried Rice,RICE,ASIAN,1,300,0,,300,MEDIUM,FALSE,10
ITEM10053_04,ORD10053,noodle-nation-001,PROD_NN_726,Manchurian,APPETIZER,ASIAN,2,220,0,,440,REGULAR,TRUE,6
ITEM10053_05,ORD10053,noodle-nation-001,PROD_NN_726,Manchurian,APPETIZER,ASIAN,1,220,0,,220,MEDIUM,TRUE,7
ITEM10054_00,ORD10054,burger-blvd-001,PROD_BG_687,Coca Cola,BEVERAGE,SODA,2,50,0,,100,SMALL,TRUE,17
ITEM10054_01,ORD10054,burger-blvd-001,PROD_BG_794,Chicken Burger,MAIN,BURGER,2,250,0,,500,LARGE,FALSE,12
ITEM10054_02,ORD10054,burger-blvd-001,PROD_BG_640,Veggie Burger,MAIN,BURGER,1,220,0,,220,LARGE,TRUE,14
ITEM10054_03,ORD10054,burger-blvd-001,PROD_BG_640,Veggie Burger,MAIN,BURGER,1,220,0,,220,MEDIUM,TRUE,19
ITEM10054_04,ORD10054,burger-blvd-001,PROD_BG_601,Classic Burger Combo,COMBO,MEAL,2,320,0,,640,SMALL,FALSE,18
ITEM10054_05,ORD10054,burger-blvd-001,PROD_BG_778,Fries,SIDES,SIDES,1,80,0,,80,MEDIUM,TRUE,8
ITEM10055_00,ORD10055,crust-crumble-001,PROD_CC_343,Cheese Burst Pizza,PIZZA,PREMIUM,2,550,0,,1100,SMALL,TRUE,20
ITEM10056_00,ORD10056,sweet-delights-001,PROD_SD_132,Garlic Bread,BAKERY,BREAD,2,150,0,,300,REGULAR,TRUE,24
ITEM10056_01,ORD10056,sweet-delights-001,PROD_SD_754,Chocolate Truffle Cake,CAKE,PREMIUM,1,500,0,,500,LARGE,TRUE,5
ITEM10056_02,ORD10056,sweet-delights-001,PROD_SD_125,Black Forest Cake,CAKE,PREMIUM,2,550,0,,1100,REGULAR,TRUE,11
ITEM10056_03,ORD10056,sweet-delights-001,PROD_SD_132,Garlic Bread,BAKERY,BREAD,1,150,0,,150,SMALL,TRUE,15
ITEM10057_00,ORD10057,sweet-delights-001,PROD_SD_125,Black Forest Cake,CAKE,PREMIUM,2,550,0,,1100,MEDIUM,TRUE,26
ITEM10057_01,ORD10057,sweet-delights-001,PROD_SD_658,Blueberry Muffin,BAKERY,MUFFIN,1,90,0,,90,LARGE,TRUE,23
ITEM10057_02,ORD10057,sweet-delights-001,PROD_SD_658,Blueberry Muffin,BAKERY,MUFFIN,1,90,0,,90,LARGE,TRUE,16
ITEM10057_03,ORD10057,sweet-delights-001,PROD_SD_854,Chocolate Chip Cookies,BAKERY,COOKIES,1,120,0,,120,LARGE,TRUE,21
ITEM10057_04,ORD10057,sweet-delights-001,PROD_SD_125,Black Forest Cake,CAKE,PREMIUM,1,550,0,,550,MEDIUM,TRUE,20
ITEM10057_05,ORD10057,sweet-delights-001,PROD_SD_328,Red Velvet Cake,CAKE,PREMIUM,2,650,0,,1300,SMALL,TRUE,23
ITEM10058_00,ORD10058,golden-spoon-001,PROD_GS_897,Lamb Chops,MAIN_COURSE,MEAT,2,2200,0,,4400,SMALL,FALSE,26
ITEM10058_01,ORD10058,golden-spoon-001,PROD_GS_897,Lamb Chops,MAIN_COURSE,MEAT,2,2200,0,,4400,LARGE,FALSE,25
ITEM10058_02,ORD10058,golden-spoon-001,PROD_GS_824,Truffle Risotto,MAIN_COURSE,ITALIAN,2,1200,0,,2400,SMALL,TRUE,5
ITEM10058_03,ORD10058,golden-spoon-001,PROD_GS_824,Truffle Risotto,MAIN_COURSE,ITALIAN,1,1200,0,,1200,LARGE,TRUE,9
ITEM10058_04,ORD10058,golden-spoon-001,PROD_GS_891,Lobster Thermidor,MAIN_COURSE,SEAFOOD,2,3500,0,,7000,LARGE,FALSE,10
ITEM10059_00,ORD10059,bean-brew-001,PROD_BB_507,Iced Tea,BEVERAGE,TEA,1,90,0,,90,SMALL,TRUE,8
ITEM10059_01,ORD10059,bean-brew-001,PROD_BB_507,Iced Tea,BEVERAGE,TEA,2,90,0,,180,LARGE,TRUE,20
ITEM10059_02,ORD10059,bean-brew-001,PROD_BB_550,Club Sandwich,FOOD,SANDWICH,1,250,0,,250,SMALL,FALSE,26
ITEM10059_03,ORD10059,bean-brew-001,PROD_BB_579,Espresso,BEVERAGE,COFFEE,1,80,0,,80,LARGE,TRUE,28
ITEM10060_00,ORD10060,sweet-delights-002,PROD_SD_532,Cinnamon Roll,BAKERY,PASTRY,2,100,0,,200,SMALL,TRUE,29
ITEM10061_00,ORD10061,bean-brew-001,PROD_BB_583,Cappuccino,BEVERAGE,COFFEE,2,120,20,Oat milk,280,LARGE,TRUE,17
ITEM10061_01,ORD10061,bean-brew-001,PROD_BB_507,Iced Tea,BEVERAGE,TEA,2,90,0,,180,SMALL,TRUE,16
ITEM10061_02,ORD10061,bean-brew-001,PROD_BB_566,Latte,BEVERAGE,COFFEE,1,130,0,,130,MEDIUM,TRUE,17
ITEM10062_00,ORD10062,bean-brew-001,PROD_BB_550,Club Sandwich,FOOD,SANDWICH,1,250,0,,250,LARGE,FALSE,6
ITEM10062_01,ORD10062,bean-brew-001,PROD_BB_514,Chocolate Brownie,BAKERY,DESSERT,1,110,0,,110,LARGE,TRUE,20
ITEM10062_02,ORD10062,bean-brew-001,PROD_BB_583,Cappuccino,BEVERAGE,COFFEE,2,120,0,,240,REGULAR,TRUE,13
ITEM10062_03,ORD10062,bean-brew-001,PROD_BB_550,Club Sandwich,FOOD,SANDWICH,2,250,0,,500,MEDIUM,FALSE,20
